704,SNC,,1514118.55692,5035170.20154,MUSEO EGIZIO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463702,0286452796,,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,85
704,SNC,,1514118.55692,5035170.20154,PINACOTECA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463700,,,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,86
704,SNC,,1514118.55692,5035170.20154,RACCOLTE EXTRAEUROPEE,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0250314863,,,,,PZA CASTELLO SNC,704 SNC,1,87
704,SNC,,1514118.55692,5035170.20154,CIVICA RACCOLTA ACHILLE BERTARELLI,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463837,0288463811,C.CRAAIBERTARELLI@COMUNE.MILANO.IT,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,88
704,SNC,,1514118.55692,5035170.20154,ARCHIVIO FOTOGRAFICO CIVICO,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463664,0288463811,C.CRAAIFOTOGRAFICO@COMUNE.MILANO.IT,WWW.COMUNE.MILANO.IT,,PZA CASTELLO SNC,704 SNC,1,89
7233,SNC,,1514024.47684,5036870.10069,CIMITERO MONUMENTALE,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,026599938,,,,,PZA CIMITERO MONUMENTALE,7233 SNC,8,90
340,1,,1514894.75001,5034471.25,MUSEO DEL NOVECENTO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,,,,VIA MARCONI GUGLIELMO 1,340 1,1,91
525,4,,1514710.85501,5034210.2789,CRIPTA DI SAN GIOVANNI IN CONCA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,PUBBLICA,,IN ESERCIZIO,,,,WWW.MILANOCASTELLO.IT,,PZA MISSORI GIUSEPPE 4,525 4,1,92
604,15,,1513992.972,5034711.75202,MUSEO ARCHEOLOGICO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,PUBBLICA,GESTIONE DIRETTA,IN ESERCIZIO,0286450011,,,WWW.MILANOCASTELLO.IT,,CSO MAGENTA 15,604 15,1,93
604,57,,1513566.903,5034712.02402,MUSEO MARTINITT - STELLINE,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,,,,,,CSO MAGENTA 57,604 57,1,94
320,3,,1515101.876,5034419.29829,FONDAZIONE AMBROSIANEUM,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0286464053,0286464060,INFO@AMBROSIANEUM.ORG,WWW.AMBROSIANEUM.ORG,,VIA DELLE ORE 3,320 3,1,95
5159,15,,1513743.53901,5032976.93601,FONDAZIONE ARCADIA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0289424795,,,WWW.FONDAZIONEARCADIA.ORG,,VIA MAGOLFA 15,5159 15,6,96
1052,23,,1515412.4088,5035785.8723,FONDAZIONE CARIPLO,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0262391,,,WWW.FONDAZIONECARIPLO.IT,,VIA MANIN DANIELE 23,1052 23,1,97
5424,10,,1512891.543,5031362.389,FONDAZIONE COLLEGIO DI MILANO,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,028739700,028137481,ADMISSIONOFFICE@COLLEGIODIMILANO.IT,WWW.COLLEGIODIMILANO.IT,,VIA SAN VIGILIO 10,5424 10,6,98
2250,34,,1517473.58691,5036777.56219,FONDAZIONE KULISCIOFF,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,022365186,022365186,INFO@FONDAZIONEANNAKULISCIOFF.IT,WWW.FONDAZIONEANNAKULISCIOFF.IT,,VIA VALLAZZE 34,2250 34,3,99
119,3,,1514896.27341,5035042.50491,FONDAZIONE FELTRINELLI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,02874175,0286461855,SEGRETERIA@FONDAZIONEFELTRINELLI.IT,WWW.FONDAZIONEFELTRINELLI.IT,,VIA ROMAGNOSI GIAN DOMENICO 3,119 3,1,100
7079,28,,1513428.46428,5036626.8629,FONDAZIONE DAVIDE HALEVIM,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,,,INFO@DAVIDEHALEVIM.COM,WWW.FONDAZIONEDAVIDEHALEVIM.COM,,VIA LOMAZZO PAOLO 28,7079 28,8,101
348,23,,1515752.80819,5034882.2885,FONDAZIONE LUCIO FONTANA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0276005885,0276005885,INFO@FONDAZIONELUCIOFONTANA.IT,WWW.FONDAZIONELUCIOFONTANA.IT,,CSO MONFORTE 23,348 23,1,102
7280,8,,1511769.9582,5038586.6566,FONDAZIONE MONDADORI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0239273061,02392730619,INFO@FONDAZIONEMONDADORI.IT,WWW.FONDAZIONEMONDADORI.IT,,VIA RICCIONE 8,7280 8,8,103
658,3,,1513942.39661,5034565.74298,FONDAZIONE D'ARS OSCAR SIGNORINI ONLUS,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0286450302,02865909,DARS@EMAIL.IT,WWW.DARS.IT,,GRD ARISTIDE CALDERINI 3,658 3,1,104
7391,39,,1511015.89571,5038110.71189,FONDAZIONE GIANNI E ROBERTO RADICE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0239214197,0239214197,FONDAZIONE.RADICE@ALICE.IT,WWW.FONDAZIONERADICE.IT,,VIA MOLA PIER FRANCESCO 39,7391 39,8,105
564,3,,1514422.85091,5034278.6683,FONDAZIONE ZAPPETTINI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0289281179,,INFO@FONDAZIONEZAPPETTINI.ORG,WWW.FONDAZIONEZAPPETTINI.ORG,,VIA NERINO 3,564 3,1,106
2109,26,,1516287.4983,5036251.50341,FONDAZIONE MUDIMA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE,FONDAZIONE,IN ESERCIZIO,0229409633,0229401455,INFO@MUDIMA.NET,WWW.MUDIMA.NET,,VIA TADINO ALESSANDRO 26,2109 26,3,107
7166,1,,1512208.42908,5036342.02449,MAC - MUSEO D'ARTE CONTEMPORANEA,CULTURA,MUSEI,MUSEI IN INCUBATORE,SERVIZI PUBBLICI PROGRAMMATI,PUBBLICA,PUBBLICA,PUBBLICA,PUBBLICA,IN PROGRAMMAZIONE,,,,,COLLOCAZIONE PROVVISORIA,PZA CARLO MAGNO 1,7166 1,8,108
5124,54,,1512736.028,5033175.71701,CENTRO INTERNAZIONALE DELLA FOTOGRAFIA,CULTURA,MUSEI,MUSEI IN INCUBATORE,SERVIZI PUBBLICI PROGRAMMATI,PUBBLICA,PUBBLICA,PUBBLICA,PUBBLICA,IN PROGRAMMAZIONE,,,,,,VIA TORTONA 54,5124 54,6,109
1052,2,,1515402.19971,5035720.89579,PALAZZO DUGNANI - MUSEO DEL SETTECENTO,CULTURA,MUSEI,MUSEI IN INCUBATORE,SERVIZI PUBBLICI PROGRAMMATI,PUBBLICA,PUBBLICA,PUBBLICA,PUBBLICA,IN PROGRAMMAZIONE,,,,,,VIA MANIN DANIELE 2,1052 2,1,110
5124,54,,1512736.028,5033175.71701,CENTRO CULTURE EXTRAEUROPEE,CULTURA,MUSEI,MUSEI IN INCUBATORE,SERVIZI PUBBLICI PROGRAMMATI,,,,,IN PROGRAMMAZIONE,,,,,,VIA TORTONA 54,5124 54,6,111
5124,54,,1512736.028,5033175.71701,CASVA - CENTRO ALTI STUDI SULLE ARTI VISIVE,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,PUBBLICA,IN ESERCIZIO,,,,,,VIA TORTONA 54,5124 54,6,112
